image,taken_on,period,tree,streetlight,storefront,run
0/20160430/7158c35e950ee3f1/cds-7158c35e950ee3f1-20160430-1039.raw/3/dr5rsn4n6wr9-dr5rsn4n6tyv-cds-7158c35e950ee3f1-20160430-1039-163.jpg,2016-04-30 10:47:20-04:00,morning,2,0,1,efficientnet_train_images
0/20160616/7158c35e950ee3f1/cds-7158c35e950ee3f1-20160616-1408.raw/3/dr5rsn4nng2x-dr5rsn4jyrvw-cds-7158c35e950ee3f1-20160616-1408-119.jpg,2016-06-16 14:14:38-04:00,afternoon,3,0,2,efficientnet_train_images
0/20160430/7158c35e950ee3f1/cds-7158c35e950ee3f1-20160430-1039.raw/3/dr5rsn4jzcxe-dr5rsn4mb1c1-cds-7158c35e950ee3f1-20160430-1039-164.jpg,2016-04-30 10:47:22-04:00,morning,4,0,0,efficientnet_train_images
0/20160831/774e09b0c084a069/cds-774e09b0c084a069-20160831-1221.raw/4/dr5rsn4nbhfb-dr5rsn1yzbbm-cds-774e09b0c084a069-20160831-1221-38.jpg,2016-08-31 12:23:28-04:00,morning,5,1,0,efficientnet_train_images
0/20161011/774e09b0c084a069/cds-774e09b0c084a069-20161011-0956.raw/4/dr5rsn4pjbuy-dr5rsn4nvzf4-cds-774e09b0c084a069-20161011-0956-170.jpg,2016-10-11 10:02:14-04:00,morning,3,0,0,efficientnet_train_images
0/20160831/774e09b0c084a069/cds-774e09b0c084a069-20160831-1221.raw/4/dr5rsn4nm3f1-dr5rsn4nhvtc-cds-774e09b0c084a069-20160831-1221-39.jpg,2016-08-31 12:23:30-04:00,morning,2,1,0,efficientnet_train_images
0/20161120/79ddade2485edbde/cds-79ddade2485edbde-20161120-0927.raw/3/dr5rsn4nvebg-dr5rsn4nvzqw-cds-79ddade2485edbde-20161120-0927-82.jpg,2016-11-20 09:33:54-05:00,morning,4,1,0,efficientnet_train_images
0/20161123/79ddade2485edbde/cds-79ddade2485edbde-20161123-1330.raw/3/dr5rsn4nsqdu-dr5rsn4n778v-cds-79ddade2485edbde-20161123-1330-27.jpg,2016-11-23 13:32:20-05:00,afternoon,4,1,0,efficientnet_train_images
0/20160831/79ddade2485edbde/cds-79ddade2485edbde-20160831-0907.raw/3/dr5rsn4p1mbh-dr5rsn4pd2w4-cds-79ddade2485edbde-20160831-0907-76.jpg,2016-08-31 09:11:18-04:00,morning,5,1,0,efficientnet_train_images
0/20161104/7c641b4cb6bb1253/cds-7c641b4cb6bb1253-20161104-0845.raw/3/dr5rsn4jyct4-dr5rsn4jzkb2-cds-7c641b4cb6bb1253-20161104-0845-182.jpg,2016-11-04 08:54:52-04:00,morning,2,0,0,efficientnet_train_images
0/20161201/7c641b4cb6bb1253/cds-7c641b4cb6bb1253-20161201-0852.raw/3/dr5rsn4mb98v-dr5rsn4mb2m9-cds-7c641b4cb6bb1253-20161201-0852-74.jpg,2016-12-01 08:57:58-05:00,morning,3,0,1,efficientnet_train_images
0/20161231/7c641b4cb6bb1253/cds-7c641b4cb6bb1253-20161231-0923.raw/3/dr5rsn4m8td4-dr5rsn4m8z0j-cds-7c641b4cb6bb1253-20161231-0923-87.jpg,2016-12-31 09:31:02-05:00,morning,4,1,0,efficientnet_train_images
0/20160906/8b82a42e5a149e22/cds-8b82a42e5a149e22-20160906-1726.raw/3/dr5rsn4nmeku-dr5rsn4njj1t-cds-8b82a42e5a149e22-20160906-1726-47.jpg,2016-09-06 17:29:28-04:00,afternoon,1,0,1,efficientnet_train_images
0/20161222/8b82a42e5a149e22/cds-8b82a42e5a149e22-20161222-1404.raw/3/dr5rsn1znmj9-dr5rsn1yvzv6-cds-8b82a42e5a149e22-20161222-1404-13.jpg,2016-12-22 14:06:06-05:00,afternoon,3,2,0,efficientnet_train_images
0/20170109/8b82a42e5a149e22/cds-8b82a42e5a149e22-20170109-1159.raw/3/dr5rsn1zr2u5-dr5rsn1yyq6f-cds-8b82a42e5a149e22-20170109-1159-59.jpg,2017-01-09 12:02:24-05:00,morning,3,1,0,efficientnet_train_images
0/20160903/8eb89b94275011e0/cds-8eb89b94275011e0-20160903-0750.raw/3/dr5rsn4pbwvq-dr5rsn4pb1s1-cds-8eb89b94275011e0-20160903-0750-131.jpg,2016-09-03 07:57:48-04:00,morning,6,1,1,efficientnet_train_images
0/20160803/8eb89b94275011e0/cds-8eb89b94275011e0-20160803-1220.raw/3/dr5rsn4nvdff-dr5rsn4pn36x-cds-8eb89b94275011e0-20160803-1220-96.jpg,2016-08-03 12:25:16-04:00,morning,4,2,0,efficientnet_train_images
0/20160903/8eb89b94275011e0/cds-8eb89b94275011e0-20160903-0832.raw/3/dr5rsn4nxysz-dr5rsn4qb3c5-cds-8eb89b94275011e0-20160903-0832-26.jpg,2016-09-03 08:33:30-04:00,morning,4,4,0,efficientnet_train_images
0/20160827/a32b6ec5cde27e3a/cds-a32b6ec5cde27e3a-20160827-1324.raw/3/dr5rsn4p9e8j-dr5rsn4p9efq-cds-a32b6ec5cde27e3a-20160827-1324-126.jpg,2016-08-27 13:32:48-04:00,afternoon,4,0,0,efficientnet_train_images
0/20160904/a32b6ec5cde27e3a/cds-a32b6ec5cde27e3a-20160904-0755.raw/3/dr5rsn4nw4kw-dr5rsn4nzme6-cds-a32b6ec5cde27e3a-20160904-0755-135.jpg,2016-09-04 08:02:06-04:00,morning,5,1,0,efficientnet_train_images
0/20161021/a32b6ec5cde27e3a/cds-a32b6ec5cde27e3a-20161021-0839.raw/3/dr5rsn4nxj5u-dr5rsn4nz8fv-cds-a32b6ec5cde27e3a-20161021-0839-30.jpg,2016-10-21 08:41:18-04:00,morning,2,0,0,efficientnet_train_images
0/20170124/af6b56897db9da88/cds-af6b56897db9da88-20170124-1329.raw/3/dr5rsn4pg876-dr5rsn4n8ppc-cds-af6b56897db9da88-20170124-1329-1.jpg,2017-01-24 13:29:56-05:00,afternoon,5,3,0,efficientnet_train_images
0/20170124/af6b56897db9da88/cds-af6b56897db9da88-20170124-1339.raw/3/dr5rsn4pggtc-dr5rsn4n8ppc-cds-af6b56897db9da88-20170124-1339-5.jpg,2017-01-24 13:40:16-05:00,afternoon,9,3,0,efficientnet_train_images
0/20170124/af6b56897db9da88/cds-af6b56897db9da88-20170124-1339.raw/3/dr5rsn4pg01h-dr5rsn1yzber-cds-af6b56897db9da88-20170124-1339-9.jpg,2017-01-24 13:40:50-05:00,afternoon,5,3,0,efficientnet_train_images
0/20160815/b6d8aab376c7ce54/cds-b6d8aab376c7ce54-20160815-1417.raw/4/dr5rsn1vzc90-dr5rsn4n6pur-cds-b6d8aab376c7ce54-20160815-1417-10.jpg,2016-08-15 14:18:36-04:00,afternoon,3,0,3,efficientnet_train_images
0/20161118/b6d8aab376c7ce54/cds-b6d8aab376c7ce54-20161118-1552.raw/4/dr5rsn4pg676-dr5rsn4p6n7e-cds-b6d8aab376c7ce54-20161118-1552-85.jpg,2016-11-18 15:57:54-05:00,afternoon,3,0,1,efficientnet_train_images
0/20170116/b6d8aab376c7ce54/cds-b6d8aab376c7ce54-20170116-0942.raw/4/dr5rsn4mbk8w-dr5rsn4mb1c1-cds-b6d8aab376c7ce54-20170116-0942-35.jpg,2017-01-16 09:45:42-05:00,morning,0,0,0,efficientnet_train_images
0/20160918/bd209a4b83760d6b/cds-bd209a4b83760d6b-20160918-0804.raw/4/dr5rsn4p6pmm-dr5rsn4pd2gy-cds-bd209a4b83760d6b-20160918-0804-129.jpg,2016-09-18 08:14:12-04:00,morning,0,0,1,efficientnet_train_images
0/20161028/bd209a4b83760d6b/cds-bd209a4b83760d6b-20161028-0913.raw/4/dr5rsn4jy352-dr5rsn4jyyjf-cds-bd209a4b83760d6b-20161028-0913-19.jpg,2016-10-28 09:14:06-04:00,morning,4,0,0,efficientnet_train_images
0/20161021/bd209a4b83760d6b/cds-bd209a4b83760d6b-20161021-0904.raw/4/dr5rsn4pb4x3-dr5rsn1zxzhg-cds-bd209a4b83760d6b-20161021-0904-84.jpg,2016-10-21 09:11:14-04:00,morning,0,0,0,efficientnet_train_images
0/20161103/c5732f31099d7452/cds-c5732f31099d7452-20161103-0951.raw/4/dr5rsn4jew5z-dr5rsn4njhu9-cds-c5732f31099d7452-20161103-0951-165.jpg,2016-11-03 10:00:54-04:00,morning,4,0,0,efficientnet_train_images
0/20161025/c5732f31099d7452/cds-c5732f31099d7452-20161025-1057.raw/4/dr5rsn1zrwbj-dr5rsn4p8m8s-cds-c5732f31099d7452-20161025-1057-113.jpg,2016-10-25 11:05:20-04:00,morning,0,0,0,efficientnet_train_images
0/20160709/c5732f31099d7452/cds-c5732f31099d7452-20160709-0942.raw/4/dr5rsn4p2jwx-dr5rsn4p9jg9-cds-c5732f31099d7452-20160709-0942-40.jpg,2016-07-09 09:44:32-04:00,morning,1,0,0,efficientnet_train_images
0/20160517/d04635c90dbb0b82/cds-d04635c90dbb0b82-20160517-1615.raw/4/dr5rsn4nw39h-dr5rsn4nzmpb-cds-d04635c90dbb0b82-20160517-1615-180.jpg,2016-05-17 16:22:01-04:00,afternoon,2,0,2,efficientnet_train_images
0/20160517/d04635c90dbb0b82/cds-d04635c90dbb0b82-20160517-1615.raw/4/dr5rsn1zqvgp-dr5rsn4pb1er-cds-d04635c90dbb0b82-20160517-1615-178.jpg,2016-05-17 16:21:59-04:00,afternoon,0,0,0,efficientnet_train_images
0/20160517/d04635c90dbb0b82/cds-d04635c90dbb0b82-20160517-1615.raw/4/dr5rsn4p489c-dr5rsn4p7exc-cds-d04635c90dbb0b82-20160517-1615-179.jpg,2016-05-17 16:22:00-04:00,afternoon,4,1,0,efficientnet_train_images
0/20161222/e08eacf5f70d94e7/cds-e08eacf5f70d94e7-20161222-1404.raw/4/dr5rsn4m8wk8-dr5rsn4m8z0v-cds-e08eacf5f70d94e7-20161222-1404-17.jpg,2016-12-22 14:06:14-05:00,afternoon,3,0,0,efficientnet_train_images
0/20161112/e08eacf5f70d94e7/cds-e08eacf5f70d94e7-20161112-1254.raw/4/dr5rsn1zwz08-dr5rsn1zz4h5-cds-e08eacf5f70d94e7-20161112-1254-72.jpg,2016-11-12 12:59:02-05:00,morning,0,0,1,efficientnet_train_images
0/20161113/e08eacf5f70d94e7/cds-e08eacf5f70d94e7-20161113-0829.raw/4/dr5rsn4nh2yn-dr5rsn4nhvtc-cds-e08eacf5f70d94e7-20161113-0829-120.jpg,2016-11-13 08:35:22-05:00,morning,8,2,0,efficientnet_train_images
0/20161025/e5df139233770dec/cds-e5df139233770dec-20161025-0816.raw/4/dr5rsn4pjbus-dr5rsn4nvzff-cds-e5df139233770dec-20161025-0816-126.jpg,2016-10-25 08:23:52-04:00,morning,3,1,2,efficientnet_train_images
0/20161010/e5df139233770dec/cds-e5df139233770dec-20161010-0838.raw/4/dr5rsn4jxhcr-dr5rsn4jzend-cds-e5df139233770dec-20161010-0838-39.jpg,2016-10-10 08:40:48-04:00,morning,3,0,0,efficientnet_train_images
0/20161024/e5df139233770dec/cds-e5df139233770dec-20161024-1315.raw/4/dr5rsn1yw6n2-dr5rsn1yz67t-cds-e5df139233770dec-20161024-1315-68.jpg,2016-10-24 13:21:48-04:00,afternoon,4,0,0,efficientnet_train_images
0/20161209/e7f28d53fd3ba67c/cds-e7f28d53fd3ba67c-20161209-0649.raw/4/dr5rsn4q81vp-dr5rsn4q8t1q-cds-e7f28d53fd3ba67c-20161209-0649-45.jpg,2016-12-09 12:56:18-05:00,morning,1,0,1,efficientnet_train_images
0/20161112/e7f28d53fd3ba67c/cds-e7f28d53fd3ba67c-20161112-0925.raw/4/dr5rsn4m8hvh-dr5rsn4m8xbt-cds-e7f28d53fd3ba67c-20161112-0925-107.jpg,2016-11-12 15:29:42-05:00,afternoon,2,0,0,efficientnet_train_images
0/20161209/e7f28d53fd3ba67c/cds-e7f28d53fd3ba67c-20161209-0649.raw/4/dr5rsn4phk0g-dr5rsn4phmqj-cds-e7f28d53fd3ba67c-20161209-0649-46.jpg,2016-12-09 12:56:20-05:00,morning,1,0,0,efficientnet_train_images
0/20170226/ea91d096e3932939/cds-ea91d096e3932939-20170226-1257.raw/4/dr5rsn4q8jw2-dr5rsn4nn0ue-cds-ea91d096e3932939-20170226-1257-54.jpg,2017-02-26 13:00:50-05:00,afternoon,0,0,0,efficientnet_train_images
0/20160830/ea91d096e3932939/cds-ea91d096e3932939-20160830-1326.raw/4/dr5rsn4qcb96-dr5rsn4q9mpn-cds-ea91d096e3932939-20160830-1326-3.jpg,2016-08-30 13:26:16-04:00,afternoon,4,0,2,efficientnet_train_images
0/20161024/ea91d096e3932939/cds-ea91d096e3932939-20161024-0949.raw/4/dr5rsn4p5gkv-dr5rsn4phnpk-cds-ea91d096e3932939-20161024-0949-42.jpg,2016-10-24 09:51:56-04:00,morning,2,0,1,efficientnet_train_images
0/20161006/eb7787c410c46511/cds-eb7787c410c46511-20161006-1326.raw/3/dr5rsn4juvn9-dr5rsn4njdgm-cds-eb7787c410c46511-20161006-1326-89.jpg,2016-10-06 13:31:00-04:00,afternoon,4,1,2,efficientnet_train_images
0/20160823/eb7787c410c46511/cds-eb7787c410c46511-20160823-1719.raw/3/dr5rsn4m80f3-dr5rsn4m8z0j-cds-eb7787c410c46511-20160823-1719-16.jpg,2016-08-23 17:20:26-04:00,afternoon,3,0,1,efficientnet_train_images
0/20161209/eb7787c410c46511/cds-eb7787c410c46511-20161209-0850.raw/3/dr5rsn4r255x-dr5rsn4nysgd-cds-eb7787c410c46511-20161209-0850-82.jpg,2016-12-09 08:58:06-05:00,morning,3,0,0,efficientnet_train_images
0/20161107/ec0dd1f4ab6e9e7e/cds-ec0dd1f4ab6e9e7e-20161107-1524.raw/3/dr5rsn4n9yh8-dr5rsn4n9d1w-cds-ec0dd1f4ab6e9e7e-20161107-1524-65.jpg,2016-11-07 15:27:44-05:00,afternoon,1,0,1,efficientnet_train_images
0/20161107/ec0dd1f4ab6e9e7e/cds-ec0dd1f4ab6e9e7e-20161107-1341.raw/3/dr5rsn4nt97r-dr5rsn4nhx1b-cds-ec0dd1f4ab6e9e7e-20161107-1341-111.jpg,2016-11-07 13:47:46-05:00,afternoon,6,0,0,efficientnet_train_images
0/20161112/ec0dd1f4ab6e9e7e/cds-ec0dd1f4ab6e9e7e-20161112-1522.raw/3/dr5rsn4jwdxf-dr5rsn4jzem0-cds-ec0dd1f4ab6e9e7e-20161112-1522-146.jpg,2016-11-12 15:29:42-05:00,afternoon,1,0,1,efficientnet_train_images
0/20161011/fdeb4f0c0eb1bc3c/cds-fdeb4f0c0eb1bc3c-20161011-1022.raw/3/dr5rsn4n6p2f-dr5rsn4n6pur-cds-fdeb4f0c0eb1bc3c-20161011-1022-34.jpg,2016-10-11 10:25:22-04:00,morning,4,0,1,efficientnet_train_images
0/20160708/fdeb4f0c0eb1bc3c/cds-fdeb4f0c0eb1bc3c-20160708-1115.raw/3/dr5rsn4nhzph-dr5rsn4nhvew-cds-fdeb4f0c0eb1bc3c-20160708-1115-163.jpg,2016-07-08 11:25:04-04:00,morning,4,0,1,efficientnet_train_images
0/20161025/fdeb4f0c0eb1bc3c/cds-fdeb4f0c0eb1bc3c-20161025-1057.raw/3/dr5rsn4p12ft-dr5rsn4n8qfg-cds-fdeb4f0c0eb1bc3c-20161025-1057-115.jpg,2016-10-25 11:05:18-04:00,morning,5,1,0,efficientnet_train_images
0/20160701/fef3036e3fbdf4ec/cds-fef3036e3fbdf4ec-20160701-1316.raw/4/dr5rsn1zxgve-dr5rsn4pb2qt-cds-fef3036e3fbdf4ec-20160701-1316-154.jpg,2016-07-01 13:25:08-04:00,afternoon,1,0,1,efficientnet_train_images
0/20160701/fef3036e3fbdf4ec/cds-fef3036e3fbdf4ec-20160701-1316.raw/4/dr5rsn4ph28s-dr5rsn4phyys-cds-fef3036e3fbdf4ec-20160701-1316-152.jpg,2016-07-01 13:25:04-04:00,afternoon,3,0,1,efficientnet_train_images
0/20160701/fef3036e3fbdf4ec/cds-fef3036e3fbdf4ec-20160701-1316.raw/4/dr5rsn4nx6s6-dr5rsn4qb4nz-cds-fef3036e3fbdf4ec-20160701-1316-151.jpg,2016-07-01 13:25:02-04:00,afternoon,0,0,2,efficientnet_train_images
0/20160801/13a07ea2578fefb5/cds-13a07ea2578fefb5-20160801-1408.raw/4/dr5rsn3bheqz-dr5rsn3bjjb7-cds-13a07ea2578fefb5-20160801-1408-130.jpg,2016-08-01 14:14:50-04:00,afternoon,0,0,1,efficientnet_train_images
0/20160728/13a07ea2578fefb5/cds-13a07ea2578fefb5-20160728-0943.raw/4/dr5rsn3bjzc0-dr5rsn3bjkjt-cds-13a07ea2578fefb5-20160728-0943-105.jpg,2016-07-28 09:48:52-04:00,morning,0,0,0,efficientnet_train_images
0/20160903/13a07ea2578fefb5/cds-13a07ea2578fefb5-20160903-0832.raw/4/dr5rsn3b4mgk-dr5rsn3b555c-cds-13a07ea2578fefb5-20160903-0832-24.jpg,2016-09-03 08:33:38-04:00,morning,1,1,1,efficientnet_train_images
0/20161021/19919ff6db95782d/cds-19919ff6db95782d-20161021-0840.raw/4/dr5rsn3b6bwh-dr5rsn3b71gy-cds-19919ff6db95782d-20161021-0840-20.jpg,2016-10-21 08:41:24-04:00,morning,1,0,2,efficientnet_train_images
0/20160830/19919ff6db95782d/cds-19919ff6db95782d-20160830-1316.raw/4/dr5rsn1zbx1s-dr5rsn1xxxrz-cds-19919ff6db95782d-20160830-1316-21.jpg,2016-08-30 13:17:56-04:00,afternoon,5,3,0,efficientnet_train_images
0/20160830/19919ff6db95782d/cds-19919ff6db95782d-20160830-1316.raw/4/dr5rsn1w1fwd-dr5rsn1tggkn-cds-19919ff6db95782d-20160830-1316-10.jpg,2016-08-30 13:17:02-04:00,afternoon,0,0,1,efficientnet_train_images
0/20170205/1ccda49b184cb0ef/cds-1ccda49b184cb0ef-20170205-1206.raw/3/dr5rsn1w8dhc-dr5rsn1whej7-cds-1ccda49b184cb0ef-20170205-1206-7.jpg,2017-02-05 12:07:42-05:00,morning,3,1,2,efficientnet_train_images
0/20170117/1ccda49b184cb0ef/cds-1ccda49b184cb0ef-20170117-0838.raw/3/dr5rsn1z0rsw-dr5rsn1z0rg4-cds-1ccda49b184cb0ef-20170117-0838-24.jpg,2017-01-17 08:41:58-05:00,morning,2,0,0,efficientnet_train_images
0/20170205/1ccda49b184cb0ef/cds-1ccda49b184cb0ef-20170205-1236.raw/3/dr5rsn1v8c0s-dr5rsn1wh3n9-cds-1ccda49b184cb0ef-20170205-1236-34.jpg,2017-02-05 12:41:32-05:00,morning,3,1,3,efficientnet_train_images
0/20161121/33f01c9134eaa6b5/cds-33f01c9134eaa6b5-20161121-1605.raw/4/dr5rsn1zhgew-dr5rsn1zhgtr-cds-33f01c9134eaa6b5-20161121-1605-122.jpg,2016-11-21 16:11:22-05:00,afternoon,4,0,0,efficientnet_train_images
0/20161121/33f01c9134eaa6b5/cds-33f01c9134eaa6b5-20161121-1605.raw/4/dr5rsn1z8rey-dr5rsn1z8jvc-cds-33f01c9134eaa6b5-20161121-1605-121.jpg,2016-11-21 16:11:20-05:00,afternoon,1,0,0,efficientnet_train_images
0/20161221/33f01c9134eaa6b5/cds-33f01c9134eaa6b5-20161221-0949.raw/4/dr5rsn1y4qe4-dr5rsn1wwkyf-cds-33f01c9134eaa6b5-20161221-0949-56.jpg,2016-12-21 09:58:54-05:00,morning,5,1,0,efficientnet_train_images
0/20160912/5c44399458a254ea/cds-5c44399458a254ea-20160912-1016.raw/4/dr5rsn3b53zs-dr5rsn3b555c-cds-5c44399458a254ea-20160912-1016-122.jpg,2016-09-12 10:23:28-04:00,morning,2,0,0,efficientnet_train_images
0/20161024/5c44399458a254ea/cds-5c44399458a254ea-20161024-0836.raw/4/dr5rsn1z3ztv-dr5rsn1z3zh7-cds-5c44399458a254ea-20161024-0836-32.jpg,2016-10-24 08:40:44-04:00,morning,4,3,0,efficientnet_train_images
0/20161231/5c44399458a254ea/cds-5c44399458a254ea-20161231-0923.raw/4/dr5rsn1z3gph-dr5rsn1z6m95-cds-5c44399458a254ea-20161231-0923-122.jpg,2016-12-31 09:30:54-05:00,morning,1,1,0,efficientnet_train_images
0/20160719/63fa6a79d3217a87/cds-63fa6a79d3217a87-20160719-0926.raw/3/dr5rsn3bj22e-dr5rsn3bjehr-cds-63fa6a79d3217a87-20160719-0926-50.jpg,2016-07-19 09:28:18-04:00,morning,2,2,0,efficientnet_train_images
0/20160724/63fa6a79d3217a87/cds-63fa6a79d3217a87-20160724-1105.raw/3/dr5rsn38j61f-dr5rsn38j30v-cds-63fa6a79d3217a87-20160724-1105-133.jpg,2016-07-24 11:11:22-04:00,morning,3,0,1,efficientnet_train_images
0/20160703/63fa6a79d3217a87/cds-63fa6a79d3217a87-20160703-0950.raw/3/dr5rsn1zcbpb-dr5rsn1z9zz7-cds-63fa6a79d3217a87-20160703-0950-73.jpg,2016-07-03 09:53:10-04:00,morning,7,3,1,efficientnet_train_images
0/20161212/6fef7e6f017c3f89/cds-6fef7e6f017c3f89-20161212-1420.raw/3/dr5rsn385ujb-dr5rsn38hjsv-cds-6fef7e6f017c3f89-20161212-1420-50.jpg,2016-12-12 14:23:36-05:00,afternoon,4,0,0,efficientnet_train_images
0/20161212/6fef7e6f017c3f89/cds-6fef7e6f017c3f89-20161212-1420.raw/3/dr5rsn1zj96p-dr5rsn1zj961-cds-6fef7e6f017c3f89-20161212-1420-52.jpg,2016-12-12 14:23:40-05:00,afternoon,2,2,1,efficientnet_train_images
0/20160911/6fef7e6f017c3f89/cds-6fef7e6f017c3f89-20160911-1644.raw/3/dr5rsn1xpv6z-dr5rsn1z0h9m-cds-6fef7e6f017c3f89-20160911-1644-36.jpg,2016-09-11 16:48:04-04:00,afternoon,3,0,0,efficientnet_train_images
0/20160430/7158c35e950ee3f1/cds-7158c35e950ee3f1-20160430-1039.raw/3/dr5rsn38jf73-dr5rsn1xvxgu-cds-7158c35e950ee3f1-20160430-1039-160.jpg,2016-04-30 10:47:14-04:00,morning,5,0,1,efficientnet_train_images
0/20160430/7158c35e950ee3f1/cds-7158c35e950ee3f1-20160430-1039.raw/3/dr5rsn1z99e2-dr5rsn1z982m-cds-7158c35e950ee3f1-20160430-1039-161.jpg,2016-04-30 10:47:16-04:00,morning,4,0,1,efficientnet_train_images
0/20160430/7158c35e950ee3f1/cds-7158c35e950ee3f1-20160430-1039.raw/3/dr5rsn1zjb5y-dr5rsn1zjb5b-cds-7158c35e950ee3f1-20160430-1039-162.jpg,2016-04-30 10:47:18-04:00,morning,2,1,1,efficientnet_train_images
0/20160901/774e09b0c084a069/cds-774e09b0c084a069-20160901-1158.raw/4/dr5rsn1tshn2-dr5rsn1teqv1-cds-774e09b0c084a069-20160901-1158-119.jpg,2016-09-01 12:05:50-04:00,morning,0,0,0,efficientnet_train_images
0/20160901/774e09b0c084a069/cds-774e09b0c084a069-20160901-1158.raw/4/dr5rsn1tez4g-dr5rsn1tg81e-cds-774e09b0c084a069-20160901-1158-116.jpg,2016-09-01 12:05:22-04:00,morning,0,0,2,efficientnet_train_images
0/20161011/774e09b0c084a069/cds-774e09b0c084a069-20161011-0956.raw/4/dr5rsn3bk80c-dr5rsn3bhm31-cds-774e09b0c084a069-20161011-0956-173.jpg,2016-10-11 10:02:20-04:00,morning,2,1,1,efficientnet_train_images
0/20170205/79ddade2485edbde/cds-79ddade2485edbde-20170205-1342.raw/3/dr5rsn1z7j0d-dr5rsn1z6gk7-cds-79ddade2485edbde-20170205-1342-58.jpg,2017-02-05 13:45:40-05:00,afternoon,3,1,2,efficientnet_train_images
0/20160713/79ddade2485edbde/cds-79ddade2485edbde-20160713-1620.raw/3/dr5rsn3bk6c3-dr5rsn3bk1h8-cds-79ddade2485edbde-20160713-1620-142.jpg,2016-07-13 16:29:30-04:00,afternoon,6,2,0,efficientnet_train_images
0/20160724/79ddade2485edbde/cds-79ddade2485edbde-20160724-1456.raw/3/dr5rsn1t7nww-dr5rsn1tdb20-cds-79ddade2485edbde-20160724-1456-120.jpg,2016-07-24 15:03:32-04:00,afternoon,3,0,2,efficientnet_train_images
0/20170207/7c641b4cb6bb1253/cds-7c641b4cb6bb1253-20170207-1046.raw/3/dr5rsn1zqhv8-dr5rsn1zj4v9-cds-7c641b4cb6bb1253-20170207-1046-48.jpg,2017-02-07 10:56:08-05:00,morning,3,2,1,efficientnet_train_images
0/20170207/7c641b4cb6bb1253/cds-7c641b4cb6bb1253-20170207-1046.raw/3/dr5rsn38myb0-dr5rsn38hegc-cds-7c641b4cb6bb1253-20170207-1046-45.jpg,2017-02-07 10:55:58-05:00,morning,4,0,1,efficientnet_train_images
0/20161231/7c641b4cb6bb1253/cds-7c641b4cb6bb1253-20161231-0923.raw/3/dr5rsn38p6fp-dr5rsn1xyegq-cds-7c641b4cb6bb1253-20161231-0923-84.jpg,2016-12-31 09:30:52-05:00,morning,3,0,2,efficientnet_train_images
0/20161113/8b82a42e5a149e22/cds-8b82a42e5a149e22-20161113-0829.raw/3/dr5rsn38n0jp-dr5rsn1xyn2s-cds-8b82a42e5a149e22-20161113-0829-120.jpg,2016-11-13 08:35:16-05:00,morning,3,0,1,efficientnet_train_images
0/20161113/8b82a42e5a149e22/cds-8b82a42e5a149e22-20161113-1553.raw/3/dr5rsn1zeq1e-dr5rsn1zf4n5-cds-8b82a42e5a149e22-20161113-1553-108.jpg,2016-11-13 15:59:22-05:00,afternoon,1,0,0,efficientnet_train_images
0/20160906/8b82a42e5a149e22/cds-8b82a42e5a149e22-20160906-1631.raw/3/dr5rsn1zmfb0-dr5rsn1zj51j-cds-8b82a42e5a149e22-20160906-1631-18.jpg,2016-09-06 16:32:20-04:00,afternoon,3,1,0,efficientnet_train_images
0/20160811/8eb89b94275011e0/cds-8eb89b94275011e0-20160811-1537.raw/3/dr5rsn1zuyku-dr5rsn3bj7zc-cds-8eb89b94275011e0-20160811-1537-59.jpg,2016-08-11 15:41:42-04:00,afternoon,6,1,1,efficientnet_train_images
0/20160830/a32b6ec5cde27e3a/cds-a32b6ec5cde27e3a-20160830-1316.raw/3/dr5rsn1xxxy2-dr5rsn1xxxrp-cds-a32b6ec5cde27e3a-20160830-1316-14.jpg,2016-08-30 13:17:08-04:00,afternoon,0,0,1,efficientnet_train_images
0/20170113/a32b6ec5cde27e3a/cds-a32b6ec5cde27e3a-20170113-1431.raw/3/dr5rsn1z29hx-dr5rsn1z2990-cds-a32b6ec5cde27e3a-20170113-1431-82.jpg,2017-01-13 14:35:20-05:00,afternoon,4,1,2,efficientnet_train_images
0/20161021/a32b6ec5cde27e3a/cds-a32b6ec5cde27e3a-20161021-0839.raw/3/dr5rsn3b6b02-dr5rsn3b740u-cds-a32b6ec5cde27e3a-20161021-0839-33.jpg,2016-10-21 08:41:24-04:00,morning,5,2,0,efficientnet_train_images
0/20160718/b6d8aab376c7ce54/cds-b6d8aab376c7ce54-20160718-1131.raw/4/dr5rsn1wh2d9-dr5rsn1wh279-cds-b6d8aab376c7ce54-20160718-1131-6.jpg,2016-07-18 11:32:08-04:00,morning,0,0,1,efficientnet_train_images
0/20161102/b6d8aab376c7ce54/cds-b6d8aab376c7ce54-20161102-1322.raw/4/dr5rsn1yb1me-dr5rsn1wzkb4-cds-b6d8aab376c7ce54-20161102-1322-2.jpg,2016-11-02 13:22:24-04:00,afternoon,3,0,3,efficientnet_train_images
0/20161102/b6d8aab376c7ce54/cds-b6d8aab376c7ce54-20161102-1312.raw/4/dr5rsn1tsy3b-dr5rsn1tgdpt-cds-b6d8aab376c7ce54-20161102-1312-59.jpg,2016-11-02 13:21:18-04:00,afternoon,0,0,0,efficientnet_train_images
