image,grey,hour,taken_on_short,period,machine_label,source,final_label
0/20161010/79ddade2485edbde/cds-79ddade2485edbde-20161010-1029.raw/3/dr5rsnr66f54-dr5rsnr6u2z1-cds-79ddade2485edbde-20161010-1029-87.jpg,122.13,10,2016-10-10 10:37:00,morning,day,machine,day
0/20160919/5c44399458a254ea/cds-5c44399458a254ea-20160919-0929.raw/4/dr5rspmfsdbc-dr5rspmf7ff1-cds-5c44399458a254ea-20160919-0929-102.jpg,122.13,9,2016-09-19 09:38:00,morning,day,machine,day
0/20160917/6fef7e6f017c3f89/cds-6fef7e6f017c3f89-20160917-1455.raw/3/dr5rsn77fmqm-dr5rsn773p81-cds-6fef7e6f017c3f89-20160917-1455-53.jpg,122.13,15,2016-09-17 15:04:00,afternoon,day,machine,day
0/20160817/bd209a4b83760d6b/cds-bd209a4b83760d6b-20160817-1532.raw/4/dr5rsp76hg29-dr5rsp73gb1s-cds-bd209a4b83760d6b-20160817-1532-43.jpg,122.14,15,2016-08-17 15:35:00,afternoon,day,machine,day
0/20161126/e08eacf5f70d94e7/cds-e08eacf5f70d94e7-20161126-1307.raw/4/dr5rsp3d7sx2-dr5rsp3dfc80-cds-e08eacf5f70d94e7-20161126-1307-86.jpg,122.14,13,2016-11-26 13:12:00,afternoon,day,machine,day
0/20161024/ea91d096e3932939/cds-ea91d096e3932939-20161024-0959.raw/4/dr5rsn6rj2bz-dr5rsn6qvn0d-cds-ea91d096e3932939-20161024-0959-6.jpg,122.14,9,2016-10-24 09:59:00,morning,day,machine,day
0/20160919/5c44399458a254ea/cds-5c44399458a254ea-20160919-0914.raw/4/dr5rsp3eu6um-dr5rsp3ekxx8-cds-5c44399458a254ea-20160919-0914-2.jpg,122.14,9,2016-09-19 09:14:00,morning,day,machine,day
0/20170120/19919ff6db95782d/cds-19919ff6db95782d-20170120-1247.raw/4/dr5rsn99gk1d-dr5rsn9dh40q-cds-19919ff6db95782d-20170120-1247-37.jpg,122.14,12,2017-01-20 12:53:00,morning,day,machine,day
0/20161130/5c44399458a254ea/cds-5c44399458a254ea-20161130-1337.raw/4/dr5rsnt5bcuu-dr5rsnth18su-cds-5c44399458a254ea-20161130-1337-9.jpg,122.14,13,2016-11-30 13:38:00,afternoon,day,machine,day
0/20161024/ea91d096e3932939/cds-ea91d096e3932939-20161024-1129.raw/4/dr5rsn6r7whx-dr5rsn6r4y7p-cds-ea91d096e3932939-20161024-1129-22.jpg,122.14,11,2016-10-24 11:32:00,morning,day,machine,day
0/20161005/bd209a4b83760d6b/cds-bd209a4b83760d6b-20161005-0826.raw/4/dr5rsnt5p4hb-dr5rsnt5rbsd-cds-bd209a4b83760d6b-20161005-0826-76.jpg,122.14,8,2016-10-05 08:34:00,morning,day,machine,day
0/20170130/bd209a4b83760d6b/cds-bd209a4b83760d6b-20170130-1214.raw/4/dr5rsppjy86m-dr5rsppjyf0k-cds-bd209a4b83760d6b-20170130-1214-69.jpg,122.14,12,2017-01-30 12:17:00,morning,day,machine,day
0/20160919/7c641b4cb6bb1253/cds-7c641b4cb6bb1253-20160919-1216.raw/3/dr5rsnqgq6vt-dr5rsnqgq5vr-cds-7c641b4cb6bb1253-20160919-1216-18.jpg,122.14,12,2016-09-19 12:17:00,morning,day,machine,day
0/20170120/19919ff6db95782d/cds-19919ff6db95782d-20170120-1257.raw/4/dr5rsn99g4ys-dr5rsn9dh41b-cds-19919ff6db95782d-20170120-1257-2.jpg,122.14,12,2017-01-20 12:57:00,morning,day,machine,day
0/20160930/33f01c9134eaa6b5/cds-33f01c9134eaa6b5-20160930-1543.raw/4/dr5rspq4jq08-dr5rspq4n52f-cds-33f01c9134eaa6b5-20160930-1543-66.jpg,122.14,15,2016-09-30 15:46:00,afternoon,day,machine,day
0/20170207/7c641b4cb6bb1253/cds-7c641b4cb6bb1253-20170207-1008.raw/3/dr5rsn9k3z62-dr5rsn9k3xt3-cds-7c641b4cb6bb1253-20170207-1008-23.jpg,122.14,10,2017-02-07 10:10:00,morning,day,machine,day
0/20170105/b6d8aab376c7ce54/cds-b6d8aab376c7ce54-20170105-1302.raw/4/dr5rspjv746f-dr5rspjd66su-cds-b6d8aab376c7ce54-20170105-1302-52.jpg,122.14,13,2017-01-05 13:10:00,afternoon,day,machine,day
0/20161219/bd209a4b83760d6b/cds-bd209a4b83760d6b-20161219-0806.raw/4/dr5rsnrr54cv-dr5rsnrr4g7x-cds-bd209a4b83760d6b-20161219-0806-50.jpg,122.15,8,2016-12-19 08:10:00,morning,day,machine,day
0/20170112/b6d8aab376c7ce54/cds-b6d8aab376c7ce54-20170112-1130.raw/4/dr5rspjwwxm3-dr5rspmczuyp-cds-b6d8aab376c7ce54-20170112-1130-113.jpg,122.15,11,2017-01-12 11:39:00,morning,day,machine,day
0/20160903/6fef7e6f017c3f89/cds-6fef7e6f017c3f89-20160903-1602.raw/3/dr5rsn3tpywf-dr5rsn3tsfq2-cds-6fef7e6f017c3f89-20160903-1602-206.jpg,122.15,16,2016-09-03 16:12:00,afternoon,day,machine,day
0/20170118/5c44399458a254ea/cds-5c44399458a254ea-20170118-0842.raw/4/dr5rsnyww924-dr5rsnyww9dj-cds-5c44399458a254ea-20170118-0842-66.jpg,122.15,8,2017-01-18 08:47:00,morning,day,machine,day
0/20161025/c5732f31099d7452/cds-c5732f31099d7452-20161025-1057.raw/4/dr5rsn7h0mnk-dr5rsn75czbn-cds-c5732f31099d7452-20161025-1057-93.jpg,122.15,11,2016-10-25 11:04:00,morning,day,machine,day
0/20170125/1ccda49b184cb0ef/cds-1ccda49b184cb0ef-20170125-0917.raw/3/dr5rsn7r53kc-dr5rsn7h64u0-cds-1ccda49b184cb0ef-20170125-0917-8.jpg,122.15,9,2017-01-25 09:19:00,morning,day,machine,day
0/20161011/fdeb4f0c0eb1bc3c/cds-fdeb4f0c0eb1bc3c-20161011-1116.raw/3/dr5rspmkq6fx-dr5rspm7vh0t-cds-fdeb4f0c0eb1bc3c-20161011-1116-86.jpg,122.15,11,2016-10-11 11:20:00,morning,day,machine,day
0/20160825/79ddade2485edbde/cds-79ddade2485edbde-20160825-0839.raw/3/dr5rsn1zthuu-dr5rsn3bn2m0-cds-79ddade2485edbde-20160825-0839-73.jpg,122.15,8,2016-08-25 08:42:00,morning,day,machine,day
0/20160711/63fa6a79d3217a87/cds-63fa6a79d3217a87-20160711-1451.raw/3/dr5rsp7w2ms2-dr5rsp7w2sbu-cds-63fa6a79d3217a87-20160711-1451-28.jpg,122.15,14,2016-07-11 14:52:00,afternoon,day,machine,day
0/20161105/e5df139233770dec/cds-e5df139233770dec-20161105-0949.raw/4/dr5rsn2br02d-dr5rsn1pcuqd-cds-e5df139233770dec-20161105-0949-41.jpg,122.15,9,2016-11-05 09:55:00,morning,day,machine,day
0/20161126/8b82a42e5a149e22/cds-8b82a42e5a149e22-20161126-1450.raw/3/dr5rsnbcne9h-dr5rsnbcj884-cds-8b82a42e5a149e22-20161126-1450-36.jpg,122.15,14,2016-11-26 14:55:00,afternoon,day,machine,day
0/20170215/9f70e66825f6c2b2/cds-9f70e66825f6c2b2-20170215-1105.raw/4/dr5rsnxx97pc-dr5rsnxkbq5f-cds-9f70e66825f6c2b2-20170215-1105-65.jpg,122.16,11,2017-02-15 11:14:00,morning,day,machine,day
0/20161122/bd209a4b83760d6b/cds-bd209a4b83760d6b-20161122-1340.raw/4/dr5rsnx3ph3r-dr5rsnx8buyh-cds-bd209a4b83760d6b-20161122-1340-48.jpg,122.16,13,2016-11-22 13:43:00,afternoon,day,machine,day
0/20161022/ea91d096e3932939/cds-ea91d096e3932939-20161022-1200.raw/4/dr5rsn0yeyuq-dr5rsn0yt36b-cds-ea91d096e3932939-20161022-1200-52.jpg,122.16,12,2016-10-22 12:08:00,morning,day,machine,day
0/20170311/5c44399458a254ea/cds-5c44399458a254ea-20170311-1218.raw/4/dr5rsncu1gxc-dr5rsncggpeh-cds-5c44399458a254ea-20170311-1218-66.jpg,122.16,12,2017-03-11 12:24:00,morning,day,machine,day
0/20161005/6fef7e6f017c3f89/cds-6fef7e6f017c3f89-20161005-0848.raw/3/dr5rspp82d6t-dr5rspp829f3-cds-6fef7e6f017c3f89-20161005-0848-23.jpg,122.16,8,2016-10-05 08:50:00,morning,day,machine,day
0/20170105/af6b56897db9da88/cds-af6b56897db9da88-20170105-1310.raw/3/dr5rspjvgd6x-dr5rspjd3tm0-cds-af6b56897db9da88-20170105-1310-33.jpg,122.16,13,2017-01-05 13:15:00,afternoon,day,machine,day
0/20170120/1ccda49b184cb0ef/cds-1ccda49b184cb0ef-20170120-1352.raw/3/dr5rsn33kn62-dr5rsn335ryy-cds-1ccda49b184cb0ef-20170120-1352-67.jpg,122.16,13,2017-01-20 13:57:00,afternoon,day,machine,day
0/20160903/13a07ea2578fefb5/cds-13a07ea2578fefb5-20160903-0759.raw/4/dr5rsngm153g-dr5rsngm13xf-cds-13a07ea2578fefb5-20160903-0759-56.jpg,122.16,8,2016-09-03 08:02:00,morning,day,machine,day
0/20160909/b6d8aab376c7ce54/cds-b6d8aab376c7ce54-20160909-1028.raw/4/dr5rsnkp5zz0-dr5rsnkphq6c-cds-b6d8aab376c7ce54-20160909-1028-88.jpg,122.16,10,2016-09-09 10:32:00,morning,day,machine,day
0/20161211/eb7787c410c46511/cds-eb7787c410c46511-20161211-0827.raw/3/dr5rsn6gsbbz-dr5rsn6gppt2-cds-eb7787c410c46511-20161211-0827-13.jpg,122.16,8,2016-12-11 08:30:00,morning,day,machine,day
0/20161101/33f01c9134eaa6b5/cds-33f01c9134eaa6b5-20161101-0922.raw/4/dr5rspr6dv2e-dr5rspr615tn-cds-33f01c9134eaa6b5-20161101-0922-156.jpg,122.16,9,2016-11-01 09:31:00,morning,day,machine,day
0/20161201/7c641b4cb6bb1253/cds-7c641b4cb6bb1253-20161201-0921.raw/3/dr5rsp7qmyw5-dr5rsp7w0p2x-cds-7c641b4cb6bb1253-20161201-0921-131.jpg,122.16,9,2016-12-01 09:28:00,morning,day,machine,day
0/20160829/a32b6ec5cde27e3a/cds-a32b6ec5cde27e3a-20160829-1216.raw/3/dr5rsnjmvees-dr5rsnjmxern-cds-a32b6ec5cde27e3a-20160829-1216-58.jpg,122.16,12,2016-08-29 12:23:00,morning,day,machine,day
0/20161211/33f01c9134eaa6b5/cds-33f01c9134eaa6b5-20161211-1336.raw/4/dr5rsnxffb65-dr5rsnxg0630-cds-33f01c9134eaa6b5-20161211-1336-37.jpg,122.16,13,2016-12-11 13:41:00,afternoon,day,machine,day
0/20161126/8b82a42e5a149e22/cds-8b82a42e5a149e22-20161126-1409.raw/3/dr5rsnbft5mt-dr5rsnbf6760-cds-8b82a42e5a149e22-20161126-1409-2.jpg,122.16,14,2016-11-26 14:09:00,afternoon,day,machine,day
0/20161116/e5df139233770dec/cds-e5df139233770dec-20161116-1609.raw/4/dr5rspqsquf7-dr5rspqsnh1y-cds-e5df139233770dec-20161116-1609-6.jpg,122.17,16,2016-11-16 16:10:00,afternoon,day,machine,day
0/20160719/b6d8aab376c7ce54/cds-b6d8aab376c7ce54-20160719-1544.raw/4/dr5rsnz7v47x-dr5rsnzkjgnn-cds-b6d8aab376c7ce54-20160719-1544-64.jpg,122.17,15,2016-07-19 15:47:00,afternoon,day,machine,day
0/20161011/c5732f31099d7452/cds-c5732f31099d7452-20161011-1116.raw/4/dr5rsp2yxu5y-dr5rsp2yxgmt-cds-c5732f31099d7452-20161011-1116-25.jpg,122.17,11,2016-10-11 11:18:00,morning,day,machine,day
0/20161221/eb7787c410c46511/cds-eb7787c410c46511-20161221-0939.raw/3/dr5rsn1z961n-dr5rsn1z93ey-cds-eb7787c410c46511-20161221-0939-107.jpg,122.17,9,2016-12-21 09:47:00,morning,day,machine,day
0/20160906/8b82a42e5a149e22/cds-8b82a42e5a149e22-20160906-1631.raw/3/dr5rsn4npvrj-dr5rsn4jzjjk-cds-8b82a42e5a149e22-20160906-1631-16.jpg,122.17,16,2016-09-06 16:32:00,afternoon,day,machine,day
0/20160628/79ddade2485edbde/cds-79ddade2485edbde-20160628-1227.raw/3/dr5rsnuykw3n-dr5rsnuyk5pu-cds-79ddade2485edbde-20160628-1227-34.jpg,122.17,12,2016-06-28 12:29:00,morning,day,machine,day
0/20161029/6fef7e6f017c3f89/cds-6fef7e6f017c3f89-20161029-1357.raw/3/dr5rsnqw886p-dr5rsnqqrce6-cds-6fef7e6f017c3f89-20161029-1357-75.jpg,122.17,14,2016-10-29 14:01:00,afternoon,day,machine,day
0/20160929/e08eacf5f70d94e7/cds-e08eacf5f70d94e7-20160929-1457.raw/4/dr5rspmz6w5e-dr5rspmz1ey6-cds-e08eacf5f70d94e7-20160929-1457-8.jpg,122.17,14,2016-09-29 14:58:00,afternoon,day,machine,day
0/20170125/1ccda49b184cb0ef/cds-1ccda49b184cb0ef-20170125-0937.raw/3/dr5rsn7qgnwp-dr5rsn7h64td-cds-1ccda49b184cb0ef-20170125-0937-18.jpg,122.17,9,2017-01-25 09:40:00,morning,day,machine,day
0/20170127/e08eacf5f70d94e7/cds-e08eacf5f70d94e7-20170127-0903.raw/4/dr5rsn3bn8bs-dr5rsn3b7gn4-cds-e08eacf5f70d94e7-20170127-0903-61.jpg,122.17,9,2017-01-27 09:07:00,morning,day,machine,day
0/20160919/7c641b4cb6bb1253/cds-7c641b4cb6bb1253-20160919-1216.raw/3/dr5rsnqc981p-dr5rsnqc8m12-cds-7c641b4cb6bb1253-20160919-1216-21.jpg,122.17,12,2016-09-19 12:17:00,morning,day,machine,day
0/20160903/6fef7e6f017c3f89/cds-6fef7e6f017c3f89-20160903-1602.raw/3/dr5rspj20gf7-dr5rspj20gkw-cds-6fef7e6f017c3f89-20160903-1602-122.jpg,122.17,16,2016-09-03 16:08:00,afternoon,day,machine,day
0/20160926/774e09b0c084a069/cds-774e09b0c084a069-20160926-1051.raw/4/dr5rsncdzu49-dr5rsncfb69x-cds-774e09b0c084a069-20160926-1051-223.jpg,122.17,10,2016-09-26 10:58:00,morning,day,machine,day
0/20170312/7c641b4cb6bb1253/cds-7c641b4cb6bb1253-20170312-1126.raw/3/dr5rsp7n2yyh-dr5rsp7n2ywf-cds-7c641b4cb6bb1253-20170312-1126-137.jpg,122.18,11,2017-03-12 11:36:00,morning,day,machine,day
0/20161012/6fef7e6f017c3f89/cds-6fef7e6f017c3f89-20161012-1210.raw/3/dr5rsnw79ct3-dr5rsnw7ffmr-cds-6fef7e6f017c3f89-20161012-1210-109.jpg,122.18,12,2016-10-12 12:16:00,morning,day,machine,day
0/20161114/8b82a42e5a149e22/cds-8b82a42e5a149e22-20161114-0836.raw/3/dr5rsnz80j9y-dr5rsnz2r289-cds-8b82a42e5a149e22-20161114-0836-87.jpg,122.18,8,2016-11-14 08:41:00,morning,day,machine,day
0/20160919/5c44399458a254ea/cds-5c44399458a254ea-20160919-1206.raw/4/dr5rsnqqt9r1-dr5rsnqqtc9g-cds-5c44399458a254ea-20160919-1206-128.jpg,122.18,12,2016-09-19 12:15:00,morning,day,machine,day
0/20160909/b6d8aab376c7ce54/cds-b6d8aab376c7ce54-20160909-1043.raw/4/dr5rsq25g73r-dr5rsq25u071-cds-b6d8aab376c7ce54-20160909-1043-65.jpg,122.18,10,2016-09-09 10:47:00,morning,day,machine,day
0/20161211/33f01c9134eaa6b5/cds-33f01c9134eaa6b5-20161211-1356.raw/4/dr5rsnxftt43-dr5rsnxg0z63-cds-33f01c9134eaa6b5-20161211-1356-18.jpg,122.18,13,2016-12-11 13:59:00,afternoon,day,machine,day
0/20170120/19919ff6db95782d/cds-19919ff6db95782d-20170120-1217.raw/4/dr5rsn99gqum-dr5rsn9d5fgm-cds-19919ff6db95782d-20170120-1217-60.jpg,122.18,12,2017-01-20 12:27:00,morning,day,machine,day
0/20161120/a32b6ec5cde27e3a/cds-a32b6ec5cde27e3a-20161120-1350.raw/3/dr5rsncdzdt9-dr5rsncfb1jz-cds-a32b6ec5cde27e3a-20161120-1350-24.jpg,122.18,13,2016-11-20 13:51:00,afternoon,day,machine,day
0/20160622/c5732f31099d7452/cds-c5732f31099d7452-20160622-1009.raw/4/dr5rsnqgjtje-dr5rsnqgjmxt-cds-c5732f31099d7452-20160622-1009-72.jpg,122.18,10,2016-06-22 10:13:00,morning,day,machine,day
0/20160805/eb7787c410c46511/cds-eb7787c410c46511-20160805-1234.raw/3/dr5rsp7tk3yv-dr5rsp7tkd9g-cds-eb7787c410c46511-20160805-1234-139.jpg,122.18,12,2016-08-05 12:42:00,morning,day,machine,day
0/20170203/bd209a4b83760d6b/cds-bd209a4b83760d6b-20170203-1139.raw/4/dr5rspqj63rh-dr5rspmf6reh-cds-bd209a4b83760d6b-20170203-1139-72.jpg,122.18,11,2017-02-03 11:43:00,morning,day,machine,day
0/20161118/ea91d096e3932939/cds-ea91d096e3932939-20161118-1031.raw/4/dr5rsnw5tjxm-dr5rsnw5w375-cds-ea91d096e3932939-20161118-1031-124.jpg,122.18,10,2016-11-18 10:40:00,morning,day,machine,day
0/20170201/bd209a4b83760d6b/cds-bd209a4b83760d6b-20170201-1312.raw/4/dr5rsncush61-dr5rsncus9zm-cds-bd209a4b83760d6b-20170201-1312-65.jpg,122.18,13,2017-02-01 13:16:00,afternoon,day,machine,day
0/20160919/5c44399458a254ea/cds-5c44399458a254ea-20160919-0914.raw/4/dr5rsp4hnds6-dr5rsp45yruy-cds-5c44399458a254ea-20160919-0914-132.jpg,122.18,9,2016-09-19 09:21:00,morning,day,machine,day
0/20170120/19919ff6db95782d/cds-19919ff6db95782d-20170120-1257.raw/4/dr5rsn99gte8-dr5rsn9dh1u4-cds-19919ff6db95782d-20170120-1257-39.jpg,122.18,13,2017-01-20 13:03:00,afternoon,day,machine,day
0/20161002/7c641b4cb6bb1253/cds-7c641b4cb6bb1253-20161002-1405.raw/3/dr5rsns3kduh-dr5rsns3kezf-cds-7c641b4cb6bb1253-20161002-1405-134.jpg,122.18,14,2016-10-02 14:12:00,afternoon,day,machine,day
0/20160930/33f01c9134eaa6b5/cds-33f01c9134eaa6b5-20160930-1618.raw/4/dr5rsnfus89t-dr5rsnfukrq1-cds-33f01c9134eaa6b5-20160930-1618-54.jpg,122.18,16,2016-09-30 16:22:00,afternoon,day,machine,day
0/20170125/1ccda49b184cb0ef/cds-1ccda49b184cb0ef-20170125-0937.raw/3/dr5rsn7qgpj8-dr5rsn7h64u0-cds-1ccda49b184cb0ef-20170125-0937-16.jpg,122.19,9,2017-01-25 09:40:00,morning,day,machine,day
0/20160915/ea91d096e3932939/cds-ea91d096e3932939-20160915-1106.raw/4/dr5rspqq3bsb-dr5rspqm858c-cds-ea91d096e3932939-20160915-1106-11.jpg,122.19,11,2016-09-15 11:07:00,morning,day,machine,day
0/20170215/9f70e66825f6c2b2/cds-9f70e66825f6c2b2-20170215-1105.raw/4/dr5rsnxx3x9t-dr5rsnxkbsvx-cds-9f70e66825f6c2b2-20170215-1105-67.jpg,122.19,11,2017-02-15 11:14:00,morning,day,machine,day
0/20160915/fdeb4f0c0eb1bc3c/cds-fdeb4f0c0eb1bc3c-20160915-1313.raw/3/dr5rspj6tgtv-dr5rspj6y2k8-cds-fdeb4f0c0eb1bc3c-20160915-1313-201.jpg,122.19,13,2016-09-15 13:22:00,afternoon,day,machine,day
0/20161215/1ccda49b184cb0ef/cds-1ccda49b184cb0ef-20161215-1025.raw/3/dr5rsp7v36b7-dr5rsp7ubntt-cds-1ccda49b184cb0ef-20161215-1025-34.jpg,122.19,10,2016-12-15 10:31:00,morning,day,machine,day
0/20160921/fdeb4f0c0eb1bc3c/cds-fdeb4f0c0eb1bc3c-20160921-1518.raw/3/dr5rsnnqskre-dr5rsnnqmxgz-cds-fdeb4f0c0eb1bc3c-20160921-1518-97.jpg,122.19,15,2016-09-21 15:22:00,afternoon,day,machine,day
0/20160626/bd209a4b83760d6b/cds-bd209a4b83760d6b-20160626-1555.raw/4/dr5rsp711zpu-dr5rsp7138k3-cds-bd209a4b83760d6b-20160626-1555-42.jpg,122.19,15,2016-06-26 15:58:00,afternoon,day,machine,day
0/20170228/5c44399458a254ea/cds-5c44399458a254ea-20170228-1051.raw/4/dr5rsp1nn8u0-dr5rsp1jz1pn-cds-5c44399458a254ea-20170228-1051-129.jpg,122.19,11,2017-02-28 11:00:00,morning,day,machine,day
0/20161114/8b82a42e5a149e22/cds-8b82a42e5a149e22-20161114-0836.raw/3/dr5rsnz2pyug-dr5rsnz2r34f-cds-8b82a42e5a149e22-20161114-0836-88.jpg,122.19,8,2016-11-14 08:41:00,morning,day,machine,day
0/20161214/b6d8aab376c7ce54/cds-b6d8aab376c7ce54-20161214-1246.raw/4/dr5rsnzhv4y5-dr5rsnzhv8v6-cds-b6d8aab376c7ce54-20161214-1246-8.jpg,122.19,12,2016-12-14 12:47:00,morning,day,machine,day
0/20170125/1ccda49b184cb0ef/cds-1ccda49b184cb0ef-20170125-0927.raw/3/dr5rsn7qdzgf-dr5rsn7h63rq-cds-1ccda49b184cb0ef-20170125-0927-5.jpg,122.19,9,2017-01-25 09:28:00,morning,day,machine,day
0/20160919/7c641b4cb6bb1253/cds-7c641b4cb6bb1253-20160919-1458.raw/3/dr5rspn7c94r-dr5rspnk7027-cds-7c641b4cb6bb1253-20160919-1458-175.jpg,122.19,15,2016-09-19 15:07:00,afternoon,day,machine,day
0/20161203/6fef7e6f017c3f89/cds-6fef7e6f017c3f89-20161203-1258.raw/3/dr5rsp2vqe63-dr5rsp2vpzbx-cds-6fef7e6f017c3f89-20161203-1258-106.jpg,122.19,13,2016-12-03 13:04:00,afternoon,day,machine,day
0/20161110/fdeb4f0c0eb1bc3c/cds-fdeb4f0c0eb1bc3c-20161110-0853.raw/3/dr5rspqnef9j-dr5rspqn4tss-cds-fdeb4f0c0eb1bc3c-20161110-0853-29.jpg,122.19,8,2016-11-10 08:57:00,morning,day,machine,day
0/20161022/ea91d096e3932939/cds-ea91d096e3932939-20161022-1200.raw/4/dr5rsn0yez74-dr5rsn0yt37w-cds-ea91d096e3932939-20161022-1200-12.jpg,122.2,12,2016-10-22 12:01:00,morning,day,machine,day
0/20161026/8b82a42e5a149e22/cds-8b82a42e5a149e22-20161026-1513.raw/3/dr5rsp4ttnj4-dr5rsp4tw8vr-cds-8b82a42e5a149e22-20161026-1513-25.jpg,122.2,15,2016-10-26 15:14:00,afternoon,day,machine,day
0/20161208/bd209a4b83760d6b/cds-bd209a4b83760d6b-20161208-0940.raw/4/dr5rsqb3tpfb-dr5rsqb3w6fe-cds-bd209a4b83760d6b-20161208-0940-108.jpg,122.2,9,2016-12-08 09:49:00,morning,day,machine,day
0/20170121/bd209a4b83760d6b/cds-bd209a4b83760d6b-20170121-1034.raw/4/dr5rsnppp0gh-dr5rsnpp7pk1-cds-bd209a4b83760d6b-20170121-1034-104.jpg,122.2,10,2017-01-21 10:40:00,morning,day,machine,day
0/20160903/ea91d096e3932939/cds-ea91d096e3932939-20160903-1602.raw/4/dr5rspjtz42e-dr5rspjv8gxg-cds-ea91d096e3932939-20160903-1602-109.jpg,122.2,16,2016-09-03 16:07:00,afternoon,day,machine,day
0/20161222/19919ff6db95782d/cds-19919ff6db95782d-20161222-1155.raw/4/dr5rsp4vb61z-dr5rsp4tzsnj-cds-19919ff6db95782d-20161222-1155-28.jpg,122.2,11,2016-12-22 11:57:00,morning,day,machine,day
0/20170224/19919ff6db95782d/cds-19919ff6db95782d-20170224-1336.raw/4/dr5rsnnj7g00-dr5rsnnm1npw-cds-19919ff6db95782d-20170224-1336-16.jpg,122.2,13,2017-02-24 13:37:00,afternoon,day,machine,day
0/20161205/b6d8aab376c7ce54/cds-b6d8aab376c7ce54-20161205-1210.raw/4/dr5rsnq87my9-dr5rsnq87gvp-cds-b6d8aab376c7ce54-20161205-1210-42.jpg,122.2,12,2016-12-05 12:16:00,morning,day,machine,day
0/20170112/79ddade2485edbde/cds-79ddade2485edbde-20170112-1235.raw/3/dr5rsp43e2t5-dr5rsp43e17r-cds-79ddade2485edbde-20170112-1235-56.jpg,122.2,12,2017-01-12 12:44:00,morning,day,machine,day
0/20170105/b6d8aab376c7ce54/cds-b6d8aab376c7ce54-20170105-1332.raw/4/dr5rspjv4bb5-dr5rspjd6c67-cds-b6d8aab376c7ce54-20170105-1332-17.jpg,122.2,13,2017-01-05 13:35:00,afternoon,day,machine,day
0/20160713/79ddade2485edbde/cds-79ddade2485edbde-20160713-0850.raw/3/dr5rsnhx71dz-dr5rsnhw8dvb-cds-79ddade2485edbde-20160713-0850-107.jpg,122.2,8,2016-07-13 08:58:00,morning,day,machine,day
0/20160611/fdeb4f0c0eb1bc3c/cds-fdeb4f0c0eb1bc3c-20160611-1149.raw/3/dr5rsnr9nmyj-dr5rsnr9rmft-cds-fdeb4f0c0eb1bc3c-20160611-1149-150.jpg,122.2,11,2016-06-11 11:57:00,morning,day,machine,day
0/20160919/7c641b4cb6bb1253/cds-7c641b4cb6bb1253-20160919-1528.raw/3/dr5rspkcdk9z-dr5rspkc3vbh-cds-7c641b4cb6bb1253-20160919-1528-9.jpg,122.21,15,2016-09-19 15:29:00,afternoon,day,machine,day
0/20161010/79ddade2485edbde/cds-79ddade2485edbde-20161010-1029.raw/3/dr5rsnr66cxe-dr5rsnr6u85x-cds-79ddade2485edbde-20161010-1029-80.jpg,122.21,10,2016-10-10 10:36:00,morning,day,machine,day
0/20161223/33f01c9134eaa6b5/cds-33f01c9134eaa6b5-20161223-1215.raw/4/dr5rsn2vurfk-dr5rsn2vvn4y-cds-33f01c9134eaa6b5-20161223-1215-25.jpg,122.21,12,2016-12-23 12:16:00,morning,day,machine,day
0/20160829/6fef7e6f017c3f89/cds-6fef7e6f017c3f89-20160829-0841.raw/3/dr5rsn6v1wpx-dr5rsn6v64q8-cds-6fef7e6f017c3f89-20160829-0841-8.jpg,122.21,8,2016-08-29 08:42:00,morning,day,machine,day
0/20161211/33f01c9134eaa6b5/cds-33f01c9134eaa6b5-20161211-1356.raw/4/dr5rsnxftuuh-dr5rsnxg2bh8-cds-33f01c9134eaa6b5-20161211-1356-13.jpg,122.21,13,2016-12-11 13:58:00,afternoon,day,machine,day
0/20161111/33f01c9134eaa6b5/cds-33f01c9134eaa6b5-20161111-1426.raw/4/dr5rsnq9r8f4-dr5rsnq9r4ku-cds-33f01c9134eaa6b5-20161111-1426-76.jpg,122.21,14,2016-11-11 14:30:00,afternoon,day,machine,day
0/20160728/63fa6a79d3217a87/cds-63fa6a79d3217a87-20160728-1912.raw/3/dr5rsppqphbh-dr5rsppqnpxz-cds-63fa6a79d3217a87-20160728-1912-135.jpg,122.21,19,2016-07-28 19:19:00,evening,day,machine,day
0/20160630/fef3036e3fbdf4ec/cds-fef3036e3fbdf4ec-20160630-1115.raw/4/dr5rsncumr9u-dr5rsncus9tc-cds-fef3036e3fbdf4ec-20160630-1115-99.jpg,122.21,11,2016-06-30 11:20:00,morning,day,machine,day
0/20161022/6fef7e6f017c3f89/cds-6fef7e6f017c3f89-20161022-1502.raw/3/dr5rsns4e8sm-dr5rsns4ec21-cds-6fef7e6f017c3f89-20161022-1502-164.jpg,122.21,15,2016-10-22 15:11:00,afternoon,day,machine,day
0/20161123/1ccda49b184cb0ef/cds-1ccda49b184cb0ef-20161123-1311.raw/3/dr5rspjdeh72-dr5rspjd671b-cds-1ccda49b184cb0ef-20161123-1311-140.jpg,122.21,13,2016-11-23 13:18:00,afternoon,day,machine,day
0/20161022/ea91d096e3932939/cds-ea91d096e3932939-20161022-1210.raw/4/dr5rsn0ysnwh-dr5rsn0yt3v4-cds-ea91d096e3932939-20161022-1210-58.jpg,122.21,12,2016-10-22 12:19:00,morning,day,machine,day
